username,first,last,gender,dob,country,color,fruits,os,shell,permission
mb6339,mose,bauguess,m,december 25 1995,kazakhstan,royal_blue,apples,windows,/bin/csh,delete
dm4136,daelyn,menefee,f,april 30 1988,poland,dark_khaki,raspberries,mac,/bin/csh,execute
sl3379,soham,little,m,september 9 1999,grenada,cyan,strawberries,mac,/bin/bash,create
os4857,olen,siders,m,may 23 1996,latvia,green_yellow,blackberries,mac,/bin/csh,delete
zs6076,zaniylah,stalker,f,june 29 1989,india,lavender_blush,mangoes,windows,/bin/csh,update
nb2021,nahlij,barreto,m,september 10 1994,ecuador,dark_orchid,limes,mac,/bin/tcsh,all
kr5749,kamilyah,rustad,f,march 5 1998,colombia,slate_blue,grapes,mac,/bin/ksh,update
ot2433,ohana,treanor,f,june 28 1999,new_zealand,light_cyan,mangoes,windows,/bin/ksh,delete
te4444,tyaira,eggleton,f,september 16 1990,botswana,alice_blue,blackberries,mac,/bin/ksh,delete
mg3495,mauricio,garry,m,june 13 1995,north_korea,spring_green,avocados,windows,/bin/csh,update
bb7891,breonna,broeker,f,april 4 1994,south_korea,indigo,cherries,windows,/bin/ksh,delete
jc2531,janise,croskey,f,september 23 1992,iceland,light_salmon,nectarines,windows,/bin/csh,create
fg4643,feather,garske,f,may 6 1998,germany,medium_purple,bananas,mac,/bin/ksh,update
ms2280,mirza,skates,m,march 30 1995,kenya,slate_blue,plums,mac,/bin/tcsh,select
jd6860,jessabelle,dewitte,f,august 13 1994,peru,white_smoke,blueberries,windows,/bin/bash,insert
hs9078,helaman,salzano,m,september 13 1994,zambia,moccasin,strawberries,windows,/bin/bash,drop
ya9369,yahvi,axton,f,march 17 1994,spain,light_gray,cantaloupe,mac,/bin/bash,create
fs9484,finesse,servellon,m,october 23 1994,morocco,white,nectarines,windows,/bin/tcsh,drop
mw3954,myiah,winegardner,f,june 21 1985,latvia,slate_blue,nectarines,mac,/bin/csh,delete
kb4328,kaye,booker,f,january 19 1987,chad,aquamarine,bananas,mac,/bin/bash,drop
lv5595,lynn,vandermark,f,september 3 1992,argentina,coral,avocados,windows,/bin/tcsh,execute
jb9579,jalaiya,baylor,f,may 29 1992,niger,midnight_blue,peaches,mac,/bin/csh,drop
er5419,emra,rago,f,october 16 1995,sweden,sky_blue,nectarines,windows,/bin/ksh,select
lf9764,lehlani,fairhurst,f,may 11 1994,moldova,web_purple,cherries,mac,/bin/ksh,delete
jj3433,jailon,jurek,m,april 1 1999,vietnam,cadet_blue,cantaloupe,mac,/bin/tcsh,select
kw5300,kennedii,wadley,f,october 20 1994,latvia,medium_aquamarine,peaches,mac,/bin/tcsh,execute
od5865,owenn,driver,m,october 21 1998,angola,moccasin,plums,windows,/bin/ksh,delete
vk2563,violetta,killings,f,march 14 1994,romania,aqua,bananas,mac,/bin/ksh,create
lg7344,landrick,goldsmith,m,january 18 1998,uruguay,floral_white,watermelon,windows,/bin/tcsh,create
lv8524,lesley,volker,f,august 2 1998,latvia,yellow,strawberries,windows,/bin/bash,execute
il2131,iqlas,lauro,f,august 15 1989,luxembourg,silver,watermelon,windows,/bin/tcsh,create
is6856,israela,satterwhite,f,november 5 1992,angola,web_maroon,watermelon,windows,/bin/ksh,all
hm9751,hamidou,mcgowan,m,october 30 1987,switzerland,honeydew,pineapple,mac,/bin/tcsh,insert
md9795,maclan,dumm,m,may 1 1985,eritrea,light_cyan,nectarines,windows,/bin/bash,drop
im1416,iniyan,mahadeo,m,april 26 1997,cyprus,medium_spring_green,bananas,mac,/bin/ksh,delete
nm6559,natiri,mendes,f,june 4 1991,niger,maroon,cantaloupe,mac,/bin/csh,create
de7684,doc,eastep,m,september 16 1987,russia,hot_pink,pears,mac,/bin/bash,execute
an1825,allysson,neary,f,november 14 1996,new_zealand,gainsboro,pineapple,mac,/bin/csh,update
rs8771,riki,samuelson,f,december 7 1987,italy,steel_blue,blueberries,windows,/bin/bash,create
aa6585,arlyn,acord,f,july 21 1988,san_marino,lime,grapes,mac,/bin/ksh,all
dg2637,darah,grimm,f,january 30 1988,australia,peru,grapes,mac,/bin/tcsh,create
vs9839,vung,searles,f,january 6 1988,dominican_republic,azure,peaches,windows,/bin/ksh,delete
ea4369,erich,adkisson,m,september 11 1997,new_zealand,navy_blue,oranges,windows,/bin/bash,update
ko6018,keanan,orrego,m,may 23 1996,tunisia,chocolate,nectarines,mac,/bin/bash,update
zb4815,zisha,baumann,m,january 6 1992,moldova,dark_turquoise,limes,mac,/bin/ksh,select
sh4905,shanav,heroux,m,january 1 1993,serbia,teal,raspberries,mac,/bin/ksh,select
sg5444,serena,greig,f,may 5 1989,cuba,dark_violet,peaches,windows,/bin/ksh,select
kf8158,kiyen,florida,m,january 28 1994,rwanda,navajo_white,blackberries,windows,/bin/tcsh,select
yf4055,yahshua,fitting,m,december 21 1991,barbados,olive,plums,windows,/bin/tcsh,update
da9246,dragan,ashworth,m,february 14 1988,puerto_rico,chartreuse,lemons,windows,/bin/ksh,drop
mt2384,maysin,terwilliger,m,march 22 1993,moldova,gainsboro,pears,windows,/bin/ksh,delete
lf1473,liahna,fluitt,f,december 21 1998,mexico,indigo,lemons,windows,/bin/csh,delete
hs9283,hamir,schissler,m,may 12 1986,portugal,maroon,pineapple,mac,/bin/csh,create
zw4422,zayley,waddell,f,october 16 1987,croatia,medium_turquoise,blueberries,windows,/bin/bash,insert
lc9442,lilja,cavanaugh,f,december 24 1995,uruguay,sea_green,plums,mac,/bin/tcsh,delete
id4754,isahi,dugger,m,october 6 1986,austria,pale_turquoise,mangoes,windows,/bin/ksh,execute
sd6787,senna,dia,f,may 23 1996,czech_republic,white,plums,mac,/bin/csh,execute
ls4473,loralynn,stouder,f,march 7 1994,uzbekistan,lawn_green,limes,windows,/bin/bash,drop
xl5568,xiyan,loverde,f,july 9 1990,denmark,plum,blueberries,mac,/bin/csh,all
lb6302,lamoni,baccus,f,august 29 1992,bulgaria,royal_blue,pears,mac,/bin/tcsh,create
kf1935,kristianna,figueira,f,june 5 1993,guyana,light_steel_blue,blackberries,mac,/bin/bash,execute
kl4905,kieran,lakatos,m,july 24 1992,grenada,steel_blue,bananas,mac,/bin/bash,create
nb5444,niala,barrantes,f,may 30 1999,uzbekistan,dark_green,oranges,mac,/bin/ksh,insert
ks6327,kache,squire,m,november 22 1985,costa_rica,dark_olive_green,blueberries,windows,/bin/tcsh,all
gf7084,greylin,freyer,f,may 26 1987,bahamas,firebrick,strawberries,windows,/bin/ksh,insert
zh2223,zynique,hartke,f,june 3 1987,eritrea,royal_blue,bananas,windows,/bin/ksh,all
lb7245,leven,broadnax,m,april 2 1989,barbados,dark_khaki,watermelon,mac,/bin/bash,drop
gv7678,grady,veneziano,m,august 13 1987,pakistan,beige,mangoes,windows,/bin/ksh,create
hk6498,hidaya,kahn,f,may 25 1987,portugal,medium_purple,mangoes,mac,/bin/ksh,drop
po6872,pranshi,oppermann,f,april 17 1999,venezuela,steel_blue,apples,mac,/bin/tcsh,select
sw5088,stryker,woodley,m,october 18 1987,puerto_rico,blue_violet,oranges,windows,/bin/csh,update
hr5817,holdyn,riedinger,f,february 25 1994,brazil,dark_cyan,pineapple,mac,/bin/csh,select
sa3320,simra,addison,f,august 2 1990,mongolia,cornsilk,peaches,windows,/bin/ksh,create
cd9453,caileb,disney,m,january 27 1995,the_gambia,dark_khaki,peaches,windows,/bin/tcsh,drop
mm7036,myer,meckley,f,january 1 1988,italy,salmon,avocados,windows,/bin/tcsh,create
dl6763,dreden,lahman,m,february 3 1997,ivory_coast,wheat,limes,windows,/bin/tcsh,all
dp3703,dakotah,pete,m,april 29 1999,malaysia,light_goldenrod,bananas,mac,/bin/bash,delete
jz9757,jasiyah,ziemer,m,july 30 1986,ukraine,orange,blueberries,mac,/bin/csh,create
as3222,ahleah,steed,f,february 7 1990,north_korea,ivory,bananas,mac,/bin/csh,insert
jc2584,justin,cullison,f,march 30 1988,argentina,cornflower_blue,mangoes,windows,/bin/tcsh,update
dz6181,daleyza,zhen,f,may 4 1998,algeria,light_pink,lemons,windows,/bin/bash,delete
eu1124,emerii,uhler,f,october 27 1992,burkina_faso,web_green,pears,mac,/bin/tcsh,insert
ks2461,kayliee,sermeno,f,january 28 1994,spain,misty_rose,raspberries,mac,/bin/ksh,delete
je4867,jkai,edmundson,m,february 18 1988,venezuela,steel_blue,plums,mac,/bin/csh,update
rs9511,raani,sciortino,f,may 22 1986,qatar,light_slate_gray,watermelon,mac,/bin/csh,execute
ek9004,eker,kaley,m,january 16 1987,sweden,wheat,cantaloupe,mac,/bin/ksh,insert
pj6715,parker,jaques,f,november 8 1987,san_marino,light_sky_blue,peaches,windows,/bin/csh,insert
cw1346,candler,wilmes,m,april 2 1992,barbados,gold,avocados,mac,/bin/tcsh,create
sd6959,siham,devins,f,march 22 1992,portugal,maroon,cantaloupe,mac,/bin/ksh,drop
cg3934,cirilla,garth,f,september 6 1996,tunisia,purple,bananas,windows,/bin/bash,insert
kp8354,kaashvi,pew,f,april 17 1994,poland,ivory,blackberries,mac,/bin/bash,drop
dh4900,dorian,hilden,f,november 30 1993,djibouti,sea_green,watermelon,mac,/bin/csh,create
se8396,shuaib,eddleman,m,may 24 1991,niger,dark_gray,blackberries,mac,/bin/ksh,update
il7106,iniya,lantz,f,july 23 1986,estonia,purple,blackberries,windows,/bin/bash,drop
ar2318,arda,regnier,m,march 5 1992,slovenia,dark_sea_green,apples,windows,/bin/ksh,all
gf2789,gaige,flemister,m,december 11 1988,thailand,firebrick,strawberries,mac,/bin/csh,insert
lm7788,lauralynn,mondy,f,september 28 1997,azerbaijan,navy_blue,watermelon,mac,/bin/csh,update
lt8149,lochlann,tinkham,m,june 7 1987,china,ivory,plums,mac,/bin/csh,select
mm1552,mileva,muise,f,september 27 1989,burundi,light_steel_blue,pineapple,mac,/bin/tcsh,create
cm1201,colleen,moffett,f,july 27 1986,liberia,gold,bananas,mac,/bin/bash,execute
sp2958,simar,pecor,f,january 29 1998,philippines,orchid,cherries,mac,/bin/tcsh,drop
oc9184,oakley,cao,m,january 20 1988,luxembourg,web_gray,pears,windows,/bin/ksh,execute
kg8201,kekoa,grear,m,september 17 1988,sweden,rosy_brown,apples,windows,/bin/bash,insert
cc9922,caileigh,ciesla,f,august 10 1997,cuba,light_sea_green,avocados,windows,/bin/bash,select
jw5806,jalyrica,wade,f,may 19 1990,hungary,dark_salmon,lemons,mac,/bin/tcsh,create
jb3882,jasia,boudreaux,f,march 22 1993,serbia,dark_cyan,plums,windows,/bin/tcsh,drop
lv2678,leni,vanscyoc,f,december 18 1987,kuwait,khaki,strawberries,mac,/bin/bash,select
lf2984,ladavion,fallen,m,march 18 1988,iran,powder_blue,mangoes,mac,/bin/ksh,drop
js9527,jajuan,swales,m,august 9 1990,poland,dark_blue,cherries,mac,/bin/ksh,select
yf8526,yalexa,farney,f,june 1 1999,chile,light_green,raspberries,windows,/bin/tcsh,insert
ns4566,nzinga,santillano,f,august 19 1998,ghana,orange,strawberries,windows,/bin/csh,drop
cr8878,chilton,richeson,m,january 4 1997,dominican_republic,bisque,cantaloupe,mac,/bin/tcsh,delete
kb5822,kylynn,beardsley,m,september 28 1985,algeria,maroon,cantaloupe,mac,/bin/tcsh,select
kw7570,kayon,wiggs,m,august 27 1992,algeria,floral_white,grapes,windows,/bin/bash,all
yh7928,yazmina,hundal,f,january 19 1989,kazakhstan,khaki,lemons,mac,/bin/tcsh,insert
ab1438,amonii,bickford,f,august 13 1986,ivory_coast,fuchsia,pears,windows,/bin/tcsh,update
ms5107,macarena,strahm,f,january 10 1985,poland,orchid,plums,mac,/bin/ksh,delete
jb9278,juanpablo,bradwell,m,december 14 1985,angola,plum,cantaloupe,windows,/bin/ksh,create
dm3433,dilara,morlock,f,july 26 1988,djibouti,firebrick,bananas,mac,/bin/bash,drop
js1748,jakayden,swensen,m,july 4 1997,brazil,light_sea_green,pineapple,windows,/bin/bash,delete
co7063,chikamso,ohaver,m,april 8 1990,egypt,rosy_brown,oranges,windows,/bin/tcsh,select
ap3060,aubreigh,perz,f,september 4 1993,morocco,royal_blue,watermelon,windows,/bin/tcsh,drop
af6126,abhi,figueira,m,october 11 1999,grenada,pale_green,apples,windows,/bin/csh,all
kk4843,kinslee,kill,f,march 24 1996,austria,lavender,raspberries,mac,/bin/tcsh,select
hs5276,halston,shatto,f,september 5 1995,el_salvador,purple,limes,mac,/bin/tcsh,create
aw5979,aline,woomer,f,june 13 1992,croatia,bisque,oranges,mac,/bin/ksh,all
tk6694,taliah,kern,f,june 26 1994,new_zealand,light_gray,cherries,mac,/bin/csh,update
bg4640,bryana,gwinn,f,april 20 1992,iran,medium_blue,avocados,windows,/bin/ksh,execute
lp9103,lilith,politis,f,january 25 1985,iran,papaya_whip,blackberries,windows,/bin/tcsh,all
ls5467,lander,sauber,m,july 15 1992,russia,silver,oranges,windows,/bin/bash,execute
ms4410,malaina,stankus,f,july 1 1998,trinidad_and_tobago,coral,oranges,mac,/bin/csh,create
zl9824,ziquan,lydick,m,may 6 1990,mexico,old_lace,blackberries,mac,/bin/ksh,drop
ke3311,khadija,egolf,f,february 20 1994,bulgaria,pale_turquoise,apples,windows,/bin/bash,update
cg3092,christoph,go,m,november 7 1992,iran,crimson,watermelon,windows,/bin/bash,all
kn6173,kaleia,neville,f,june 21 1993,romania,web_gray,nectarines,windows,/bin/ksh,select
ep4915,elba,pohl,f,october 11 1990,egypt,dark_goldenrod,lemons,windows,/bin/ksh,update
bd7184,bennie,delariva,m,march 15 1994,albania,indian_red,apples,mac,/bin/ksh,execute
ew9740,eldar,wireman,m,september 19 1993,mexico,gainsboro,blueberries,windows,/bin/bash,drop
mb6570,mirely,brabham,f,november 29 1997,angola,tan,strawberries,windows,/bin/csh,delete
sa7462,sieanna,antony,f,september 18 1994,georgia,violet,grapes,windows,/bin/bash,execute
cd1237,cyleigh,deitsch,f,october 18 1986,south_africa,cornflower_blue,nectarines,windows,/bin/bash,update
vd4460,vernon,dones,m,june 24 1991,nigeria,silver,mangoes,mac,/bin/csh,delete
nn8319,nana,neu,f,may 30 1988,vietnam,lemon_chiffon,grapes,windows,/bin/csh,create
nf2641,nyna,flamm,f,february 1 1998,peru,rebecca_purple,cantaloupe,mac,/bin/tcsh,all
fk8121,fuller,keo,m,august 9 1992,pakistan,slate_blue,limes,windows,/bin/bash,update
jr9464,jaclynn,rho,f,august 12 1999,hong_kong,wheat,blackberries,windows,/bin/tcsh,all
ct7983,clove,trautman,f,may 19 1998,chinese_taipei,pale_goldenrod,cherries,mac,/bin/bash,select
np3953,nixie,ponte,f,september 10 1992,bulgaria,linen,cantaloupe,mac,/bin/bash,select
jh7771,jaqueline,harter,f,august 14 1990,israel,moccasin,grapes,windows,/bin/ksh,update
zo8103,ziamara,oberle,f,march 12 1985,russia,dark_sea_green,watermelon,windows,/bin/tcsh,execute
is8483,isabell,schuch,f,october 17 1999,italy,medium_turquoise,plums,windows,/bin/bash,update
cg4767,cortana,gressett,f,august 22 1996,lithuania,cornsilk,bananas,mac,/bin/ksh,update
rw5052,rennick,womer,m,december 19 1999,philippines,azure,avocados,mac,/bin/csh,insert
rc6734,rhyder,claffey,f,july 28 1988,vietnam,green_yellow,mangoes,windows,/bin/csh,all
au1517,athanasia,urbaniak,f,june 11 1998,niger,wheat,blueberries,windows,/bin/tcsh,execute
bs1035,brentleigh,sack,f,january 16 1986,croatia,seashell,blueberries,windows,/bin/ksh,create
ks5235,karlei,schomburg,f,june 24 1990,tunisia,medium_sea_green,raspberries,mac,/bin/ksh,update
cd7133,coralee,dumais,f,february 26 1999,cyprus,dark_gray,lemons,mac,/bin/tcsh,drop
ew9403,eduar,woolman,m,march 11 1996,djibouti,medium_purple,pears,mac,/bin/csh,create
db6949,delanee,brinkmann,f,january 24 1992,poland,lavender,peaches,mac,/bin/csh,all
cu7369,camaria,utterback,f,november 29 1996,el_salvador,violet,peaches,windows,/bin/tcsh,drop
ph2131,pieter,hazen,m,january 5 1993,hungary,medium_turquoise,limes,mac,/bin/ksh,drop
fk3727,fawkes,kash,m,october 15 1987,cayman_islands,medium_sea_green,lemons,windows,/bin/csh,update
nm5139,nimrat,merenda,f,june 28 1987,samoa,misty_rose,grapes,mac,/bin/ksh,all
ms2123,master,suh,m,may 2 1997,puerto_rico,medium_orchid,mangoes,mac,/bin/bash,delete
jg9131,juaquin,gros,m,september 25 1995,chile,lavender_blush,pears,mac,/bin/csh,update
ky4804,kinley,yost,m,april 13 1985,australia,blue,blackberries,mac,/bin/csh,create
je7690,jentri,ewert,f,january 27 1999,uganda,indian_red,strawberries,mac,/bin/tcsh,drop
sh1929,skyler,honda,m,january 30 1991,russia,peach_puff,plums,mac,/bin/bash,all
js6821,jun,sheesley,m,may 13 1991,netherlands,sienna,blueberries,mac,/bin/bash,execute
am7455,arriya,melson,f,february 30 1997,mexico,cyan,strawberries,mac,/bin/tcsh,select
to5136,tyde,overholser,m,march 10 1997,united_states,indigo,pears,windows,/bin/csh,create
tg1761,tyler,gigliotti,m,january 25 1992,cuba,medium_spring_green,plums,windows,/bin/csh,all
ja9771,jayvon,arneson,m,september 20 1994,france,dark_red,mangoes,windows,/bin/tcsh,drop
kg4853,kaveah,guyton,f,july 10 1998,tanzania,silver,watermelon,windows,/bin/bash,drop
el6118,esperanza,lux,f,july 16 1988,belgium,lavender,pears,mac,/bin/csh,create
ml3539,marykatherine,lynne,f,december 22 1991,tunisia,pale_violet_red,apples,mac,/bin/ksh,drop
mg4399,montell,gavidia,m,march 21 1985,north_korea,medium_spring_green,cantaloupe,mac,/bin/ksh,create
mc9689,mellani,coyer,f,april 9 1994,ivory_coast,azure,blackberries,windows,/bin/ksh,insert
ec7696,emmori,cogley,f,november 3 1999,burkina_faso,lime_green,peaches,mac,/bin/csh,delete
kf6801,kalley,fowlkes,f,march 7 1995,tunisia,olive_drab,blackberries,mac,/bin/csh,update
km4875,koi,mcdevitt,m,january 21 1990,grenada,medium_sea_green,strawberries,mac,/bin/tcsh,drop
yg8337,yuchen,grover,m,october 16 1990,portugal,orchid,blueberries,mac,/bin/tcsh,update
cb6253,canaan,baratta,f,may 8 1999,malaysia,yellow_green,watermelon,mac,/bin/ksh,update
dc2317,deigo,craun,m,november 17 1986,chinese_taipei,maroon,nectarines,mac,/bin/tcsh,insert
cn8927,chrislyn,najjar,f,march 20 1992,poland,dark_red,strawberries,mac,/bin/tcsh,create
vq1361,victoire,quayle,f,august 20 1997,great_britain,dark_blue,cantaloupe,windows,/bin/ksh,select
rk2296,raylan,koehler,m,may 1 1987,ethiopia,medium_orchid,pineapple,mac,/bin/bash,select
mw3508,maddox,whipkey,m,january 28 1996,morocco,gold,pineapple,windows,/bin/ksh,all
ab6761,amyriah,beckstead,f,april 25 1987,romania,medium_slate_blue,raspberries,windows,/bin/csh,insert
fm8577,fynnley,mckie,f,july 26 1990,czech_republic,turquoise,peaches,mac,/bin/tcsh,select
ef4457,emrick,flower,m,september 16 1988,australia,light_steel_blue,plums,windows,/bin/ksh,all
nc8194,nyjah,cutlip,m,october 10 1985,indonesia,pale_turquoise,nectarines,mac,/bin/bash,insert
kh1141,khalon,husbands,m,february 24 1985,singapore,green,cantaloupe,windows,/bin/tcsh,insert
ds1862,domanick,southwell,m,may 11 1997,south_korea,cornsilk,oranges,mac,/bin/tcsh,execute
ta9903,tysir,archer,m,august 25 1988,france,snow,raspberries,mac,/bin/bash,execute
vr5524,vena,reade,f,march 15 1990,cyprus,web_maroon,mangoes,mac,/bin/csh,execute
np3813,nieko,prewitt,m,september 15 1990,italy,light_green,plums,mac,/bin/ksh,execute
hh2816,hyder,hearn,m,may 26 1998,iran,cornflower_blue,bananas,mac,/bin/ksh,update
kk1077,kiyanna,kalmbach,f,july 9 1989,morocco,turquoise,cherries,windows,/bin/csh,select
mt5758,maryanne,toal,f,may 17 1994,cuba,olive_drab,cherries,windows,/bin/ksh,insert
jp8442,jonnathan,philhower,m,november 30 1987,venezuela,light_goldenrod,pineapple,mac,/bin/ksh,all
lh3484,lia,hitchings,f,december 13 1998,south_africa,lemon_chiffon,grapes,windows,/bin/bash,execute
eg8550,emmalyn,gartner,f,may 16 1998,uganda,blue_violet,raspberries,windows,/bin/bash,select
rb1747,rivan,bruneau,m,may 25 1990,uganda,forest_green,nectarines,mac,/bin/csh,drop
zl1593,zane,lamorte,m,november 18 1990,cayman_islands,dark_khaki,peaches,mac,/bin/tcsh,update
jb9794,jona,barcus,m,august 17 1986,romania,firebrick,nectarines,windows,/bin/ksh,select
sk4911,syre,kunzler,m,march 26 1993,denmark,honeydew,strawberries,mac,/bin/ksh,update
as1352,amiya,schlecht,f,september 16 1998,germany,green,avocados,windows,/bin/csh,drop
gp2545,genysis,peach,f,march 17 1987,georgia,pale_green,watermelon,windows,/bin/tcsh,update
ed7949,ember,dibble,f,march 5 1991,bulgaria,light_green,cherries,windows,/bin/csh,create
so4317,shyam,overstreet,m,january 26 1996,bahrain,dark_magenta,limes,mac,/bin/csh,select
ls9342,lochlan,shawn,m,november 21 1988,uganda,teal,grapes,windows,/bin/ksh,insert
mc9089,marwa,cermak,f,april 21 1998,morocco,thistle,cantaloupe,mac,/bin/ksh,insert
hc4749,hazleigh,crowder,f,february 10 1991,peru,bisque,oranges,mac,/bin/csh,delete
rd5297,rayshawn,dabney,m,december 28 1997,chinese_taipei,violet,avocados,windows,/bin/ksh,insert
ic9003,ivanna,cockburn,f,april 1 1996,norway,snow,avocados,windows,/bin/ksh,execute
zm7548,zikora,mohl,f,march 20 1989,bahrain,crimson,limes,windows,/bin/ksh,select
zc5225,zoriah,cefalu,f,january 20 1991,trinidad_and_tobago,cornflower_blue,strawberries,mac,/bin/ksh,insert
ec6246,elyjah,cha,m,december 8 1990,argentina,floral_white,avocados,windows,/bin/tcsh,drop
zo5426,zahira,ojeda,f,august 30 1994,colombia,deep_sky_blue,bananas,mac,/bin/tcsh,drop
bk5020,berklie,kleiman,f,january 28 1989,hong_kong,gray,bananas,windows,/bin/csh,select
rb7453,rilynne,bainbridge,f,april 13 1995,ghana,olive_drab,pears,windows,/bin/ksh,execute
mj6867,makinsley,joshi,f,june 23 1997,new_zealand,dark_cyan,cherries,windows,/bin/ksh,select
zs2770,zeyla,stern,f,june 23 1993,qatar,pale_violet_red,peaches,mac,/bin/bash,delete
ac5978,aymar,chaplin,f,january 20 1992,estonia,dark_khaki,nectarines,mac,/bin/ksh,insert
as4892,abass,stangl,m,may 11 1991,hong_kong,dark_violet,cantaloupe,mac,/bin/ksh,delete
rm6334,ryland,mccourt,m,june 16 1985,qatar,white_smoke,blackberries,mac,/bin/tcsh,insert
sp5718,sander,powley,m,july 25 1987,luxembourg,coral,raspberries,mac,/bin/tcsh,select
dj2254,derwin,janiszewski,m,march 3 1992,san_marino,white_smoke,avocados,windows,/bin/tcsh,update
sm4904,sheylin,methvin,f,april 20 1997,india,royal_blue,mangoes,mac,/bin/bash,delete
lm1032,laiken,messier,f,december 29 1995,north_korea,deep_sky_blue,oranges,mac,/bin/csh,update
ks5536,keylen,salaam,f,december 21 1995,san_marino,medium_slate_blue,pears,mac,/bin/ksh,drop
zk1470,zykeem,knudsen,m,february 16 1997,trinidad_and_tobago,gray,limes,windows,/bin/bash,all
nw8417,nilsa,wenning,f,december 18 1991,ukraine,peach_puff,blackberries,mac,/bin/bash,update
nr7542,nyeelah,rump,f,september 17 1985,tunisia,light_yellow,bananas,windows,/bin/tcsh,execute
lb5209,lorynn,bracht,f,october 10 1990,germany,lawn_green,pears,windows,/bin/tcsh,create
bm3916,beth,muha,f,june 1 1985,puerto_rico,indigo,plums,mac,/bin/csh,update
tf8044,talaiyah,fall,f,december 4 1987,sao_tome_and_principe,floral_white,nectarines,windows,/bin/ksh,create
mc3275,maijer,carle,m,may 3 1999,peru,forest_green,mangoes,mac,/bin/ksh,execute
jw8125,jelissa,witty,f,december 6 1986,albania,white,plums,mac,/bin/tcsh,execute
zm3367,zeida,mescher,f,june 12 1989,egypt,lawn_green,watermelon,windows,/bin/bash,all
ab5830,aizen,bartolomei,m,january 22 1998,albania,web_purple,peaches,mac,/bin/csh,all
bl9660,braxson,lepe,m,january 1 1991,belgium,navajo_white,lemons,windows,/bin/bash,drop
am7383,aja,mongeon,f,february 21 1991,kenya,turquoise,limes,mac,/bin/ksh,all
kg7329,khayden,gomillion,m,march 25 1990,north_korea,light_blue,avocados,windows,/bin/bash,select
jh7978,jahvier,hanson,m,march 24 1987,albania,dark_orchid,grapes,mac,/bin/ksh,insert
jf2169,justise,fair,f,october 2 1998,trinidad_and_tobago,navy_blue,plums,windows,/bin/ksh,delete
ag6537,aleesi,glorioso,f,october 28 1990,puerto_rico,pale_goldenrod,lemons,mac,/bin/bash,delete
ka9996,kaiyana,ayers,f,april 1 1992,nigeria,medium_orchid,cantaloupe,mac,/bin/tcsh,drop
ad8259,abagale,demmer,f,august 1 1992,poland,navajo_white,raspberries,windows,/bin/ksh,select
sh4365,shivanya,howle,f,july 11 1998,philippines,light_green,blueberries,mac,/bin/ksh,insert
ao7235,anvita,oum,f,october 3 1987,lithuania,medium_aquamarine,bananas,mac,/bin/ksh,delete
fh5045,fianna,hopping,f,july 21 1985,czech_republic,coral,watermelon,mac,/bin/csh,update
rm9478,rogers,mourad,m,january 7 1996,chad,gold,avocados,windows,/bin/ksh,drop
cw9982,cataleya,widner,f,january 14 1997,ethiopia,dark_magenta,mangoes,mac,/bin/tcsh,all
ro9572,raphael,om,m,march 28 1999,belgium,deep_pink,cherries,windows,/bin/csh,execute
qa2973,quint,armand,m,october 16 1988,liberia,chartreuse,grapes,windows,/bin/tcsh,update
ac9399,ayverie,cogan,f,september 6 1991,burkina_faso,dark_orange,peaches,mac,/bin/ksh,all
kp1249,kaylonni,perkinson,f,august 5 1991,trinidad_and_tobago,ivory,grapes,mac,/bin/csh,insert
ar3062,amri,reiser,f,august 27 1996,norway,violet,nectarines,mac,/bin/tcsh,select
pd9380,poet,diamond,f,april 21 1996,belarus,blue_violet,oranges,mac,/bin/ksh,insert
tp9505,thai,palin,f,july 21 1998,australia,saddle_brown,cantaloupe,windows,/bin/tcsh,delete
ac7790,abednego,cayo,m,february 9 1989,india,medium_aquamarine,oranges,windows,/bin/bash,select
jt5752,jafet,teves,m,september 2 1998,bosnia_and_herzegovina,snow,peaches,windows,/bin/csh,delete
as5166,avryn,scroggs,m,july 15 1998,sweden,peach_puff,cantaloupe,mac,/bin/ksh,select
ms5943,mycah,shreffler,m,july 27 1998,angola,maroon,grapes,windows,/bin/ksh,all
ac7258,amrit,contrera,m,july 30 1992,algeria,violet,bananas,windows,/bin/bash,execute
bv8384,bellamae,vohra,f,march 23 1988,australia,magenta,peaches,windows,/bin/ksh,insert
ar6205,ailee,ridley,f,december 6 1994,singapore,mint_cream,pears,mac,/bin/ksh,delete
br3042,beckam,retzer,m,december 7 1999,czech_republic,slate_gray,mangoes,mac,/bin/csh,insert
le5031,lexon,eichenberger,m,june 22 1994,argentina,spring_green,watermelon,windows,/bin/bash,create
sm9063,synthia,maeda,f,june 9 1989,colombia,light_green,plums,windows,/bin/tcsh,create
cv9207,chi,victorian,f,april 10 1997,burkina_faso,azure,mangoes,windows,/bin/bash,all
al4659,azayliah,lalla,f,may 27 1985,croatia,wheat,blueberries,windows,/bin/ksh,create
er7949,ela,reading,f,august 28 1988,netherlands,aqua,pineapple,mac,/bin/csh,create
em8008,ezmeralda,marcotte,f,september 8 1994,new_zealand,turquoise,strawberries,windows,/bin/bash,insert
ch8718,cartier,hallum,m,april 19 1998,switzerland,medium_spring_green,mangoes,windows,/bin/bash,create
lv8324,laurence,vath,f,may 14 1990,rwanda,dodger_blue,oranges,windows,/bin/csh,delete
es2727,elysa,spiro,f,august 9 1989,bahamas,dark_blue,plums,mac,/bin/ksh,create
